start_station_name,start_lat,start_lng,starts_2013,starts_2018,starts_2023,end_station_name,end_lat,end_lng,ends_2013,ends_2018,ends_2023
E Fordham Rd & Webster Ave,40.86014529553919,-73.8920975516271,,,1752.0,E Fordham Rd & Webster Ave,40.86174799999999,-73.89105,,,1754
E Houston St & Columbia St,40.719894563182294,-73.97872179933685,,,3104.0,E Houston St & Columbia St,40.71978635249135,-73.97871628240476,,,3133
E Mosholu Pkwy & E 204 St,40.87318389332752,-73.88367387746531,,,172.0,E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,,,186
E Mosholu Pkwy & Van Cortlandt Ave E,40.87517023304437,-73.88429446449949,,,323.0,E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366,,,308
E New York Ave & Troy Ave,40.66264579886163,-73.93841640384277,,,106.0,E New York Ave & Troy Ave,40.66227,-73.93762,,,120
E Tremont Ave & E 176 St,40.84709474597,-73.90245917047964,,,1089.0,E Tremont Ave & E 176 St,40.847798,-73.901883,,,1102
E Tremont Ave & Jerome Ave,40.85146054164235,-73.90906494438197,,,425.0,E Tremont Ave & Jerome Ave,40.851747,-73.908964,,,437
Eagle St & Manhattan Ave,40.73508160234585,-73.95497884684924,,,2556.0,Eagle St & Manhattan Ave,40.735217,-73.954926,,,2645
East End Ave & E 86 St,40.775018209225955,-73.94472625584262,,1130.0,1667.0,East End Ave & E 86 St,40.77518614937089,-73.94446054192929,,1157.0,1669
Eastern Pkwy & Brooklyn Ave,40.67017524783824,-73.94560279504054,,,748.0,Eastern Pkwy & Brooklyn Ave,40.66939,-73.94514,,,719
Eastern Pkwy & Franklin Ave,40.671365838310685,-73.95793398811357,,1478.0,3930.0,Eastern Pkwy & Franklin Ave,40.6707767005446,-73.95768009981846,,1461.0,3856
Eastern Pkwy & Kingston Ave,40.66994128659774,-73.94280312194913,,,2418.0,Eastern Pkwy & Kingston Ave,40.66959,-73.94237,,,2307
Eastern Pkwy & Nostrand Ave,40.67033493622917,-73.95046875132947,,,1376.0,Eastern Pkwy & Nostrand Ave,40.66967,-73.9503,,,1221
Eastern Pkwy & Ralph Ave,40.669040845551606,-73.92393661656176,,,197.0,Eastern Pkwy & Ralph Ave,40.66852,-73.92284,,,202
Eastern Pkwy & Rochester Ave,40.6691653913609,-73.92880834604168,,,520.0,Eastern Pkwy & Rochester Ave,40.66846,-73.9282,,,525
Eastern Pkwy & Schenectady Ave,40.66926661566932,-73.93402273324956,,,752.0,Eastern Pkwy & Schenectady Ave,40.66876,-73.93376,,,738
Eastern Pkwy & Troy Ave,40.66959794620871,-73.93738830264462,,,650.0,Eastern Pkwy & Troy Ave,40.66929,-73.93679,,,608
Eastern Pkwy & Washington Ave,40.672018625435285,-73.9632368718707,,1097.0,2622.0,Eastern Pkwy & Washington Ave,40.671649298874996,-73.963114501875,,1013.0,2400
Edgecombe Ave & W 141 St,40.82015121619624,-73.94531275267352,,,1364.0,Edgecombe Ave & W 141 St,40.820681,-73.945144,,,1362
Edgecombe Ave & W 145 St,40.82304998586973,-73.94400312165601,,,1658.0,Edgecombe Ave & W 145 St,40.823498,-73.94386,,,1669
Edgecombe Ave & W 150 St,40.825967364592046,-73.94175718774679,,,545.0,Edgecombe Ave & W 150 St,40.826881,-73.941427,,,554
Edgecombe Ave & W 167 St,40.83703378144748,-73.93656603126432,,,768.0,Edgecombe Ave & W 167 St,40.838191,-73.936085,,,732
Eldert St & Bushwick Ave,40.6870609882759,-73.9146165924634,,,592.0,Eldert St & Bushwick Ave,40.68652,-73.91321,,,613
Eliot Ave & 60 Ln,40.71423722895969,-73.9034041580186,,,215.0,Eliot Ave & 60 Ln,40.71391,-73.90299,,,212
Emerson Pl & Myrtle Ave,40.69393054173505,-73.96251233690644,477.0,1659.0,3071.0,Emerson Pl & Myrtle Ave,40.69363136902213,-73.96223558111001,593.0,1672.0,3027
Empire Blvd & New York Ave,40.66522170584329,-73.94789758495237,,,385.0,Empire Blvd & New York Ave,40.66403,-73.94769,,,383
Engert Ave & McGuinness Blvd,40.72160952068979,-73.94564417288552,,,1456.0,Engert Ave & McGuinness Blvd,40.72158,-73.94546,,,1458
Essex Light Rail,40.72394526,-74.008345485,,,1.0,Essex Light Rail,40.7127742,-74.0364857,,,8
Evergreen Ave & Noll St,40.70129205768499,-73.93353033204716,,,1237.0,Evergreen Ave & Noll St,40.70106,-73.93318,,,1259
Exchange Pl,40.709699631,-73.9312253,,,2.0,Exchange Pl,40.71636596185077,-74.034343957901,,,3
FDR Drive & E 35 St,40.74418627364823,-73.97128656913877,2802.0,5079.0,6183.0,FDR Drive & E 35 St,40.744219,-73.97121213972922,2700.0,5090.0,6204
Faile St & Garrison Ave,40.81982169992256,-73.88926506249157,,,198.0,Faile St & Garrison Ave,40.820578,-73.888271,,,206
Fairmount Ave,40.73193966666667,-73.97271715833334,,,2.0,Fairmount Ave,40.72572613742557,-74.07195925712585,,1.0,1
Fairview Ave & Linden St,40.707259215539665,-73.90721806968273,,,664.0,Fairview Ave & Linden St,40.70694,-73.90632,,,632
Featherbed Ln & Jerome Ave,40.84451953595529,-73.91521783316034,,,343.0,Featherbed Ln & Jerome Ave,40.845505,-73.914311,,,354
Featherbed Ln & Nelson Ave,40.84513485465503,-73.91965233745857,,,716.0,Featherbed Ln & Nelson Ave,40.846011,-73.919637,,,698
Flatbush Ave & Eastern Pkwy,40.66928586964299,-73.96654660887975,,,535.0,Flatbush Ave & Eastern Pkwy,40.668757,-73.966438,,,514
Flatbush Ave & Fenimore St,40.658514844921775,-73.96082076989852,,,831.0,Flatbush Ave & Fenimore St,40.65798,-73.96051,,,824
Flatbush Ave & Lincoln Rd,40.661603563676415,-73.9610004099249,,,1265.0,Flatbush Ave & Lincoln Rd,40.66131,-73.96091,,,1358
Flatbush Ave & Ocean Ave,40.66412331214955,-73.9631944303119,,,2240.0,Flatbush Ave & Ocean Ave,40.663657,-73.963014,,,2275
Flushing Ave & Vanderbilt Ave,40.69826552627483,-73.97071005651568,,1360.0,2746.0,Flushing Ave & Vanderbilt Ave,40.69795031493289,-73.97077560520397,,1535.0,2898
Flushing Ave & Woodward Ave,40.7124983074702,-73.9196433748437,,,755.0,Flushing Ave & Woodward Ave,40.71246,-73.91873,,,733
Forest Ave & Summerfield St,40.69982701125731,-73.8993870696462,,,456.0,Forest Ave & Summerfield St,40.69922,-73.89795,,,442
Forsyth St & Broome St,40.71908770193956,-73.99255026132691,2750.0,5113.0,5239.0,Forsyth St & Broome St,40.718939039934774,-73.99266288019568,2602.0,5057.0,5519
Forsyth St & Canal St,40.71596148844547,-73.99408488340791,1886.0,4692.0,4765.0,Forsyth St & Canal St,40.71581550228928,-73.99422366155672,2020.0,4679.0,4805
Forsyth St & Grand St,40.71788688872637,-73.99306322035362,,,6821.0,Forsyth St & Grand St,40.7177981770163,-73.99316132003179,,,6859
Fort Washington Ave & W 173 St,40.844084037116644,-73.94093983263345,,,943.0,Fort Washington Ave & W 173 St,40.84522,-73.940493,,,794
Fort Washington Ave & W 183 St,40.851326718368306,-73.93803743951642,,,934.0,Fort Washington Ave & W 183 St,40.852252,-73.937854,,,732
Franklin Ave & E 169 St,40.830866728176865,-73.90312424247738,,,1046.0,Franklin Ave & E 169 St,40.83171,-73.90208,,,1023
Franklin Ave & Myrtle Ave,40.694666202752536,-73.95822260426931,295.0,802.0,1103.0,Franklin Ave & Myrtle Ave,40.69454608701065,-73.9580136546893,326.0,802.0,1112
Franklin Ave & St Marks Ave,40.676427621133925,-73.95637481285013,,977.0,2342.0,Franklin Ave & St Marks Ave,40.675832399130805,-73.95616770065187,,971.0,2301
Franklin St & Dupont St,40.735605199154264,-73.9587897075902,,1507.0,4717.0,Franklin St & Dupont St,40.73564,-73.95866,,1518.0,4752
Franklin St & W Broadway,40.71915739848359,-74.00652465668333,5034.0,2744.0,2081.0,Franklin St & W Broadway,40.71911552114123,-74.00666661092725,5131.0,2770.0,2103
Frederick Douglass Blvd & Harlem River Dr,40.83030908305362,-73.9366763790768,,,460.0,Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.93637100000001,,,462
Frederick Douglass Blvd & W 112 St,40.80128581634339,-73.95727975283617,,2009.0,4509.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,,2268.0,4508
Frederick Douglass Blvd & W 115 St,40.80341915085559,-73.95594089121538,,,3086.0,Frederick Douglass Blvd & W 115 St,40.80386539909852,-73.95593080045074,,,3106
Frederick Douglass Blvd & W 117 St,40.80482231331127,-73.95482510409407,,2208.0,4411.0,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,,2391.0,4445
Frederick Douglass Blvd & W 129 St,40.81178528252578,-73.94950799248718,,568.0,1209.0,Frederick Douglass Blvd & W 129 St,40.81255109983348,-73.9492286006661,,625.0,1201
Frederick Douglass Blvd & W 139 St,40.81847306668255,-73.9450298570386,,,1040.0,Frederick Douglass Blvd & W 139 St,40.81900581824102,-73.94476890573064,,,1037
Frederick Douglass Blvd & W 145 St,40.82290732859509,-73.94186530873068,,,1453.0,Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,,,1477
Fresh Pond Rd & 69 Ave,40.703207186011774,-73.89590505117806,,,453.0,Fresh Pond Rd & 69 Ave,40.70311,-73.89547,,,462
Fresh Pond Rd & Eliot Ave,40.714686880639924,-73.90293880236963,,,349.0,Fresh Pond Rd & Eliot Ave,40.71453,-73.90105,,,337
Fresh Pond Rd & Flushing Ave,40.72305795022222,-73.90399290925397,,,84.0,Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,,,85
Front St & Gold St,40.70252201614536,-73.98246084314354,803.0,1472.0,1470.0,Front St & Gold St,40.70224,-73.982578,833.0,1570.0,1462
Front St & Jay St,40.70266367222175,-73.9867447188233,,,3092.0,Front St & Jay St,40.702461,-73.986842,,,3097
Frost St & Debevoise Ave,40.71889991531728,-73.93944226709557,,,436.0,Frost St & Debevoise Ave,40.718819999999994,-73.93948,,,439
Frost St & Meeker Ave,40.71778305312176,-73.94915713264601,,,1186.0,Frost St & Meeker Ave,40.71766197086433,-73.9488002655668,,,1196
Ft. Hamilton Pkwy & E 2 St,40.64924637707537,-73.97965227576961,,,544.0,Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,,,543
Ft. Hamilton Pkwy & E 5 St,40.65036023462103,-73.97675270409822,,,431.0,Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,,,436
Ft. Washington Ave & W 190 St,40.8558751513257,-73.93633081178201,,,393.0,Ft. Washington Ave & W 190 St,40.856906,-73.935662,,,370
Fulton Ave & E 168 St,40.830412751796956,-73.90478448126565,,,591.0,Fulton Ave & E 168 St,40.830471,-73.904556,,,572
Fulton Ave & E 172 St,40.83790355685806,-73.90090538315799,,,519.0,Fulton Ave & E 172 St,40.839229,-73.899047,,,519
Fulton Ave & St. Paul's Pl,40.83499073708614,-73.90223155088862,,,1188.0,Fulton Ave & St. Paul's Pl,40.83545,-73.90153,,,1143
Fulton St & Adams St,40.69286160840823,-73.98944285897025,,3064.0,4180.0,Fulton St & Adams St,40.69241829194289,-73.9894947415257,,3060.0,4143
Fulton St & Broadway,40.7112815720193,-74.00911087698044,,4710.0,5146.0,Fulton St & Broadway,40.711066,-74.009447,,4718.0,5143
Fulton St & Clermont Ave,40.684683625976945,-73.96937577806446,508.0,877.0,2053.0,Fulton St & Clermont Ave,40.684157479764245,-73.96922273013261,515.0,695.0,2036
Fulton St & Irving Pl,40.682642239225004,-73.95966541225522,,,2240.0,Fulton St & Irving Pl,40.68186,-73.959432,,,2226
Fulton St & Saratoga Ave,40.680378245949775,-73.91842950749316,,,219.0,Fulton St & Saratoga Ave,40.67853,-73.91642,,,228
Fulton St & Utica Ave,40.67973561171954,-73.93023870385495,,747.0,933.0,Fulton St & Utica Ave,40.67942680021669,-73.92989109989166,,748.0,923
Fulton St & Waverly Ave,40.683914225730035,-73.96619607440797,1041.0,1547.0,3288.0,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351,1110.0,1567.0,3269
Fulton St & William St,40.70979571312256,-74.00652336857215,2173.0,2628.0,3519.0,Fulton St & William St,40.709600893934734,-74.00655090834736,2090.0,2624.0,3553
Fulton St & Williams Ave,40.677674819276426,-73.90224986665737,,,287.0,Fulton St & Williams Ave,40.67709,-73.9008,,,301
Gansevoort St & Hudson St,40.73945782530671,-74.00482011285341,,6225.0,3812.0,Gansevoort St & Hudson St,40.739376176278476,-74.00520775131787,,6279.0,3848
Garfield Pl & 8 Ave,40.6716639295374,-73.97486470467572,,974.0,1952.0,Garfield Pl & 8 Ave,40.6711978000998,-73.97484125987026,,893.0,2004
Garrison Ave & Manida St,40.818378729259095,-73.89105432667198,,,440.0,Garrison Ave & Manida St,40.818743,-73.890247,,,378
George St & Wilson Ave,40.70347821935897,-73.9306404911134,,,923.0,George St & Wilson Ave,40.702997,-73.92997,,,935
Gerard Ave & E 146 St,40.817058342215496,-73.92991106927764,,,413.0,Gerard Ave & E 146 St,40.817755,-73.92965,,,421
Gerard Ave & E 164 St,40.829679997173336,-73.92337943860066,,,500.0,Gerard Ave & E 164 St,40.830262,-73.923391,,,488
Gerard Ave & E 165 St,40.831058887975225,-73.92303334145946,,,296.0,Gerard Ave & E 165 St,40.83173,-73.922394,,,509
Gerard Ave & McClellan St,40.83370745856158,-73.92111124754237,,,295.0,Gerard Ave & McClellan St,40.833909,-73.92112,,,290
Glenwood Ave,,,,,,Glenwood Ave,40.72755146730012,-74.07106071710587,,,3
Goble Pl & Macombs Rd,40.84313584393936,-73.91746719101265,,,764.0,Goble Pl & Macombs Rd,40.844075,-73.917256,,,786
Goulden Ave & Bedford Park Blvd W,40.87365097768627,-73.89549415612605,,,119.0,Goulden Ave & Bedford Park Blvd W,40.87387,-73.89533,,,109
Goulden Ave & W 197 St,40.87035758786638,-73.89782487083262,,,464.0,Goulden Ave & W 197 St,40.87156,-73.89714,,,443
Goulden Ave & W 205 St,40.87792923772637,-73.89226351034826,,,134.0,Goulden Ave & W 205 St,40.87812,-73.89192,,,149
Graham Ave & Conselyea St,40.71518766054337,-73.94470128710924,,2530.0,4104.0,Graham Ave & Conselyea St,40.715143,-73.944507,,2522.0,4097
Graham Ave & Grand St,40.71202799056032,-73.94421802847447,,1290.0,3056.0,Graham Ave & Grand St,40.711863,-73.944024,,1289.0,3045
Graham Ave & Herbert St,40.71936341555034,-73.94532005052042,,727.0,1192.0,Graham Ave & Herbert St,40.719293009991624,-73.94500379017603,,734.0,1193
Graham Ave & Withers St,40.71710861568819,-73.94507564808471,,1071.0,1920.0,Graham Ave & Withers St,40.71698109994805,-73.94485917990649,,1072.0,1925
Gramercy Park N & Gramercy Park E,40.73796128009214,-73.98513206396106,,,4135.0,Gramercy Park N & Gramercy Park E,40.73795,-73.98509,,,4154
Grand Army Plaza & Central Park S,40.76427604093719,-73.9737630837638,5340.0,10476.0,9564.0,Grand Army Plaza & Central Park S,40.76439709913322,-73.97371465303371,5505.0,8235.0,9345
Grand Army Plaza & Plaza St West,40.67330640184523,-73.97090655210079,,3034.0,3433.0,Grand Army Plaza & Plaza St West,40.67296790023419,-73.9708798403747,,2598.0,3416
Grand Ave & 55 St,40.71892071745472,-73.9148855315838,,,173.0,Grand Ave & 55 St,40.71888,-73.91427,,,169
Grand Ave & 58 Ave,40.72097653916923,-73.9070428657077,,,65.0,Grand Ave & 58 Ave,40.72098,-73.90701,,,67
Grand Ave & Bergen St,40.67840062374576,-73.96238922000785,,1009.0,2082.0,Grand Ave & Bergen St,40.678045,-73.962408,,1002.0,2064
Grand Ave & Remsen Pl,40.723644566308096,-73.90004877886224,,,317.0,Grand Ave & Remsen Pl,40.72353,-73.89967,,,317
Grand Ave & W 181 St,40.85484943104299,-73.90805040045234,,,535.0,Grand Ave & W 181 St,40.856302,-73.907302,,,545
Grand Ave & W Fordham Rd,40.862732715503746,-73.90325148165262,,,356.0,Grand Ave & W Fordham Rd,40.86288,-73.90316,,,336
Grand Concourse & E 144 St,40.816464303572616,-73.92835783529192,,,1159.0,Grand Concourse & E 144 St,40.816576,-73.927987,,,1158
Grand Concourse & E 156 St,40.82254513839194,-73.92553948378179,,,802.0,Grand Concourse & E 156 St,40.823429,-73.924689,,,770
Grand Concourse & E 161 St,40.82672068110085,-73.92316698354095,,,2415.0,Grand Concourse & E 161 St,40.82713380423556,-73.9227358996868,,,2358
Grand Concourse & E 164 St,40.82912575070599,-73.92175563421945,,,1797.0,Grand Concourse & E 164 St,40.829608,-73.921461,,,1751
Grand Concourse & E 166 St,40.83132368435919,-73.92010652599164,,,1715.0,Grand Concourse & E 166 St,40.83196,-73.91956,,,1665
Grand Concourse & E 167 St,40.83361035345985,-73.91806974817789,,,1544.0,Grand Concourse & E 167 St,40.834263,-73.917641,,,1382
Grand Concourse & E 171 St,40.838867260129426,-73.91363783639753,,,940.0,Grand Concourse & E 171 St,40.839549,-73.913004,,,915
Grand Concourse & E 175 St,40.84585928657196,-73.90949715537528,,,649.0,Grand Concourse & E 175 St,40.84627592921954,-73.90931278467178,,,662
Grand Concourse & E 192 St,40.86277849516601,-73.89641303868824,,,510.0,Grand Concourse & E 192 St,40.86448,-73.89522,,,524
Grand Concourse & E 196 St,40.86725489620899,-73.893293748007,,,571.0,Grand Concourse & E 196 St,40.86767,-73.89286,,,546
Grand Concourse & E 197 St,40.86886558085926,-73.89180477294147,,,450.0,Grand Concourse & E 197 St,40.86944999999999,-73.89148,,,437
Grand Concourse & E 199 St,40.87025584658948,-73.88910386838677,,,393.0,Grand Concourse & E 199 St,40.87142,-73.88839,,,393
Grand Concourse & E 203 St,40.87353214463732,-73.88688200074883,,,284.0,Grand Concourse & E 203 St,40.87382,-73.88661,,,276
Grand Concourse & E 205 St,40.8750501826935,-73.8869098989122,,,410.0,Grand Concourse & E 205 St,40.875531,-73.8863864831,,,403
Grand Concourse & E Mosholu Pkwy S,40.877800256803845,-73.88486508938698,,,243.0,Grand Concourse & E Mosholu Pkwy S,40.877964,-73.8847550291,,,250
Grand Concourse & East Mount Eden Ave,40.841997182968946,-73.91262151353001,,,966.0,Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,,,966
Grand St,40.731045300000005,-74.00321125833334,,,2.0,Grand St,40.71517767732029,-74.03768330812454,,,6
Grand St & 14 St,,,,,,Grand St & 14 St,40.75409,-74.0316,,,1
Grand St & Elizabeth St,40.7190058454308,-73.9959164332721,,7022.0,7921.0,Grand St & Elizabeth St,40.718822,-73.99596,,6957.0,7960
Grand St & Greene St,40.721843540403135,-74.0021763492265,1362.0,3574.0,3583.0,Grand St & Greene St,40.72170005218232,-74.00238141280053,1374.0,3587.0,3616
Grand St & Havemeyer St,40.71307367052894,-73.95726389928537,946.0,2154.0,3829.0,Grand St & Havemeyer St,40.71286843908903,-73.95698118960662,1119.0,2117.0,3864
Grand St & Samuel Dickstein Plaza,40.715201309281824,-73.98405835830373,,,3773.0,Grand St & Samuel Dickstein Plaza,40.71511872033122,-73.98417055664902,,,3823
Great Jones St,40.72752051034915,-73.99375175894711,3495.0,7639.0,7184.0,Great Jones St,40.727434229648566,-73.993790249618,3546.0,7847.0,7199
Green St & McGuinness Blvd,40.733986152931934,-73.9519725591037,,,524.0,Green St & McGuinness Blvd,40.73396,-73.95204,,,514
Greene Av & Myrtle Av,40.6991604198077,-73.91984829043058,,,1066.0,Greene Av & Myrtle Av,40.698568,-73.918877,,,1058
Greene Ave & Grandview Ave,40.709816354048684,-73.9089743027453,,,534.0,Greene Ave & Grandview Ave,40.709697,-73.907856,,,527
Greene Ave & Nostrand Ave,40.68864345490642,-73.9510624375877,,713.0,2237.0,Greene Ave & Nostrand Ave,40.68833370026762,-73.950916,,708.0,2242
Greene Ave & Throop Ave,40.690186913616515,-73.94244948946849,,581.0,2047.0,Greene Ave & Throop Ave,40.689493199806016,-73.942061,,590.0,2062
Greene St & Prince St,40.72516864971247,-73.99905660807443,,,3630.0,Greene St & Prince St,40.7251173440376,-73.99930492047801,,,3696
Greenpoint Ave & 47 St,40.742298969423224,-73.91838843794682,,,890.0,Greenpoint Ave & 47 St,40.7424,-73.91808,,,802
Greenpoint Ave & Manhattan Ave,40.730264917917275,-73.95406067505421,,2140.0,3437.0,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,,2138.0,3447
Greenpoint Ave & Monitor St,40.732224880582685,-73.94395818552728,,,385.0,Greenpoint Ave & Monitor St,40.73224,-73.94383,,,381
Greenpoint Ave & West St,40.729784139789835,-73.95915521072068,,,2487.0,Greenpoint Ave & West St,40.729803,-73.959099,,,2565
Greenwich Ave & 8 Ave,40.739084630835364,-74.00240012766625,4321.0,,8030.0,Greenwich Ave & 8 Ave,40.739016912143946,-74.00263761049482,4446.0,,8001
Greenwich Ave & Charles St,40.73519138674652,-74.00010365613525,2500.0,4781.0,4579.0,Greenwich Ave & Charles St,40.735238,-74.000271,2582.0,4883.0,4530
Greenwich St & Hubert St,40.72135398735712,-74.00986450498071,,,4149.0,Greenwich St & Hubert St,40.721319,-74.01006500000001,,,3958
Greenwich St & Perry St,40.734981993118886,-74.0068031195242,,,4144.0,Greenwich St & Perry St,40.73498,-74.00697,,,4117
Greenwich St & Rector St,40.70845168445193,-74.01323277625366,,,2239.0,Greenwich St & Rector St,40.70806582457318,-74.01355952233232,,,2298
Greenwich St & W Houston St,40.7288920775861,-74.00831544093101,,5847.0,6219.0,Greenwich St & W Houston St,40.728846,-74.008591,,6030.0,6243
Greenwood Ave & E 4 St,40.651426666046625,-73.97770787915576,,,336.0,Greenwood Ave & E 4 St,40.650739,-73.977739,,,366
Grove St & Broadway,40.690893328925824,-73.9242756610407,,,1892.0,Grove St & Broadway,40.69047,-73.923511,,,1916
Grove St & Fresh Pond Rd,40.71039324080718,-73.89982466097538,,,325.0,Grove St & Fresh Pond Rd,40.71032,-73.89955,,,337
Grove St PATH,40.731217777000005,-73.98135971666666,,,3.0,Grove St PATH,40.71941,-74.04309,,,6
Halsey St & Broadway,40.686312880423266,-73.91656664806129,,,745.0,Halsey St & Broadway,40.68565,-73.91564,,,742
Halsey St & Evergreen Ave,40.688968136388105,-73.912806788595,,,493.0,Halsey St & Evergreen Ave,40.68858000000001,-73.91227,,,493
Halsey St & Ralph Ave,40.68591851779564,-73.92430389444277,,,597.0,Halsey St & Ralph Ave,40.68494,-73.92299,,,598
Halsey St & Tompkins Ave,40.68273181595679,-73.94444070217597,,807.0,2330.0,Halsey St & Tompkins Ave,40.6823687,-73.944118,,809.0,2347
Hamilton Park,40.713004138833334,-73.95383587124999,,,4.0,Hamilton Park,40.727595966,-74.044247311,,,8
Hamilton Pl & W 140 St,40.82191751082001,-73.95156846137236,,,1213.0,Hamilton Pl & W 140 St,40.822756,-73.951346,,,1084
Hancock St & Bedford Ave,40.68256774903433,-73.95426706765221,331.0,774.0,1845.0,Hancock St & Bedford Ave,40.68216564057477,-73.95399025958488,340.0,650.0,1879
Hancock St & Malcolm X Blvd,40.68535717311454,-73.92953481015653,,,1135.0,Hancock St & Malcolm X Blvd,40.68487,-73.9293,,,1117
Hancock St & Stuyvesant Ave,40.68516298018317,-73.93284147649982,,,919.0,Hancock St & Stuyvesant Ave,40.68454,-73.9322,,,924
Hancock St & Wyckoff Ave,40.69781355733673,-73.9079858012261,,,687.0,Hancock St & Wyckoff Ave,40.6972,-73.90674,,,686
Hanson Pl & Ashland Pl,40.68560486219856,-73.97778799770768,,4028.0,5713.0,Hanson Pl & Ashland Pl,40.68506807300528,-73.97790759843934,,3996.0,5733
Harborside,40.732620138200005,-73.97483057966667,,,5.0,Harborside,40.71925170000001,-74.034234,,,14
Harlem River Dr & W 155 St,40.83037720139772,-73.93982816472568,,,497.0,Harlem River Dr & W 155 St,40.830476000000004,-73.939929,,,492
Harman St & Seneca Ave,40.70597427001832,-73.91393564602426,,,728.0,Harman St & Seneca Ave,40.70577,-73.91292,,,713
Harrison Pl & Porter Ave,40.70690888427292,-73.92887558165765,,,629.0,Harrison Pl & Porter Ave,40.70686,-73.92851,,,632
Harrison St & Hudson St,40.71884567330069,-74.0085190692236,1654.0,1659.0,2032.0,Harrison St & Hudson St,40.71870987050338,-74.00900090038722,1694.0,1653.0,2066
Hart St & Wyckoff Ave,40.705401409218716,-73.92060081789704,,,887.0,Hart St & Wyckoff Ave,40.704876,-73.919911,,,896
Hazen St & 20 Ave,40.771838460081945,-73.89583981677187,,,301.0,Hazen St & 20 Ave,40.772092,-73.895166,,,316
Heights Elevator,40.71603909844445,-73.95813747222222,,,3.0,Heights Elevator,40.74871594538023,-74.04044330120087,,2.0,3
Henry St & Atlantic Ave,40.69133219764535,-73.99599251047276,1676.0,2118.0,2924.0,Henry St & Atlantic Ave,40.69089272047798,-73.99612348916354,1780.0,2142.0,2929
Henry St & Bay St,40.672800324466095,-74.00472311896289,,595.0,467.0,Henry St & Bay St,40.67250580084746,-74.00494695021187,,597.0,472
Henry St & Degraw St,40.68521667073467,-73.99894093751338,,1770.0,2005.0,Henry St & Degraw St,40.684751399800696,-73.9991725402292,,1780.0,2007
Henry St & Grand St,40.71431305611055,-73.98106147933115,,3315.0,5786.0,Henry St & Grand St,40.714211,-73.981095,,3393.0,5804
Henry St & Middagh St,40.70048766566984,-73.9914947447254,,,1470.0,Henry St & Middagh St,40.7003,-73.991581,,,1488
Henry St & Remsen St,40.69412561903667,-73.99446038918401,,,1666.0,Henry St & Remsen St,40.69400964907598,-73.99465128745332,,,1689
Henry St & W 9 St,40.676779781087404,-74.00300874036444,,203.0,225.0,Henry St & W 9 St,40.676374398305086,-74.00324957182202,,205.0,236
Herkimer St & Eastern Pkwy,40.67814900606787,-73.90964730958824,,,221.0,Herkimer St & Eastern Pkwy,40.67738,-73.90829,,,230
Herkimer St & New York Ave,40.67998402161904,-73.94750808770762,,,749.0,Herkimer St & New York Ave,40.67955,-73.94709,,,686
Hicks St & Montague St,40.69530173867136,-73.99580177972847,1603.0,2313.0,2627.0,Hicks St & Montague St,40.69512844931999,-73.9959506505289,1592.0,2160.0,2647
Hilltop,40.728481174,-74.012006521,,,2.0,Hilltop,40.7311689,-74.0575736,,,2
Hoboken Ave at Monmouth St,40.71502136833333,-73.98292247366668,,,3.0,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,,,4
Hoboken Terminal - Hudson St & Hudson Pl,40.71497940477778,-73.98283095555556,,,3.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,,,5
Hoboken Terminal - River St & Hudson Pl,40.73160276916667,-74.00630545270833,,,8.0,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,,,5
Hoe Ave & Jennings St,40.831449837898525,-73.89096522981048,,,496.0,Hoe Ave & Jennings St,40.832171,-73.889686,,,481
Home St & Westchester Ave,40.82721390872478,-73.88737685275748,,,958.0,Home St & Westchester Ave,40.827629,-73.886659,,,971
Hope St & Union Ave,40.71187550618889,-73.95163889776927,,1973.0,4334.0,Hope St & Union Ave,40.71167351,-73.95141312,,2027.0,4333
Howard St & Lafayette St,40.719187228032744,-73.9995666153726,,,4092.0,Howard St & Lafayette St,40.7191053696392,-73.9997333696392,,,4102
Hoyt St & Warren St,40.685048172432296,-73.98908613264582,,494.0,384.0,Hoyt St & Warren St,40.6843549,-73.98901629,,517.0,383
Hudson Blvd W & W 36 St,40.75666153032111,-73.99938656249256,,,2379.0,Hudson Blvd W & W 36 St,40.75676475139737,-73.99971440353502,,,2340
Hudson St & 4 St,40.717682237000005,-74.00877106050001,,,2.0,Hudson St & 4 St,40.74097260864355,-74.02860336005688,,,2
Hudson St & Reade St,40.716400027764514,-74.00894972235749,2368.0,3097.0,3325.0,Hudson St & Reade St,40.71625007978579,-74.00910590026777,2153.0,3100.0,3361
